Product,Quantity Ordered,Price Each,Order Date,Purchase Address
Google Phone,1,600,4/11/2019 19:05, Atlanta
Wired Headphones,1,11.99,4/11/2019 19:05, Atlanta
Wired Headphones,1,11.99,4/22/2019 17:49, Seattle
Lightning Charging Cable,1,14.95,4/29/2019 21:18, San Francisco
AAA Batteries (4-pack),1,2.99,4/21/2019 20:39, Boston
Bose SoundSport Headphones,1,99.99,4/9/2019 13:51, Boston
Lightning Charging Cable,1,14.95,4/13/2019 19:42, Boston
USB-C Charging Cable,1,11.95,4/23/2019 12:54, Dallas
Lightning Charging Cable,1,14.95,4/9/2019 12:36, Boston
Bose SoundSport Headphones,1,99.99,4/16/2019 22:44, Los Angeles
Flatscreen TV,1,300,4/16/2019 20:05, Los Angeles
AAA Batteries (4-pack),1,2.99,4/30/2019 18:14, Dallas
AA Batteries (4-pack),1,3.84,4/29/2019 12:02, San Francisco
Apple Airpods Headphones,1,150,4/24/2019 0:16, Atlanta
AA Batteries (4-pack),2,3.84,4/24/2019 19:00, San Francisco
Google Phone,1,600,4/17/2019 11:51, Atlanta
Lightning Charging Cable,1,14.95,4/21/2019 8:21, San Francisco
Apple Airpods Headphones,1,150,4/1/2019 13:35, Dallas
AA Batteries (4-pack),1,3.84,4/27/2019 8:23, Austin
USB-C Charging Cable,1,11.95,4/7/2019 18:23, Dallas
USB-C Charging Cable,1,11.95,4/5/2019 11:07, Atlanta
Bose SoundSport Headphones,1,99.99,4/6/2019 10:03, San Francisco
Lightning Charging Cable,1,14.95,4/9/2019 13:52, Los Angeles
Lightning Charging Cable,1,14.95,4/23/2019 21:48, Los Angeles
Google Phone,1,600,4/13/2019 22:14, Austin
Apple Airpods Headphones,1,150,4/23/2019 11:35, Los Angeles
Lightning Charging Cable,1,14.95,4/23/2019 20:58, Portland
27in FHD Monitor,1,149.99,4/11/2019 18:42, San Francisco
Lightning Charging Cable,1,14.95,4/23/2019 2:06, San Francisco
USB-C Charging Cable,1,11.95,4/6/2019 11:59, Portland
Apple Airpods Headphones,1,150,4/24/2019 15:51, Atlanta
AAA Batteries (4-pack),1,2.99,4/5/2019 23:02, Portland
AAA Batteries (4-pack),4,2.99,4/22/2019 22:52, Seattle
Wired Headphones,3,11.99,4/21/2019 14:44, San Francisco
Apple Airpods Headphones,1,150,4/22/2019 19:26, Seattle
Wired Headphones,1,11.99,4/27/2019 18:23, Atlanta
USB-C Charging Cable,1,11.95,4/18/2019 22:20, Boston
Bose SoundSport Headphones,1,99.99,4/19/2019 10:09, San Francisco
LG Dryer,1,600,4/11/2019 23:21, San Francisco
AA Batteries (4-pack),1,3.84,4/22/2019 8:36, Seattle
AA Batteries (4-pack),1,3.84,4/18/2019 17:03, Atlanta
Lightning Charging Cable,1,14.95,4/10/2019 22:34, Los Angeles
Lightning Charging Cable,1,14.95,4/4/2019 21:48, Los Angeles
AAA Batteries (4-pack),2,2.99,4/26/2019 13:20, New York City
Apple Airpods Headphones,1,150,4/6/2019 7:52, New York City
iPhone,1,700,4/20/2019 6:40, Boston
Wired Headphones,1,11.99,4/20/2019 6:40, Boston
Lightning Charging Cable,2,14.95,4/11/2019 17:09, Portland
USB-C Charging Cable,1,11.95,4/24/2019 21:06, Seattle
Lightning Charging Cable,1,14.95,4/16/2019 8:38, San Francisco
AAA Batteries (4-pack),2,2.99,4/21/2019 21:22, San Francisco
AA Batteries (4-pack),1,3.84,4/11/2019 14:15, Austin
Apple Airpods Headphones,1,150,4/9/2019 18:42, Portland
20in Monitor,1,109.99,4/3/2019 20:18, San Francisco
,,,,
Apple Airpods Headphones,1,150,4/16/2019 17:43, New York City
Lightning Charging Cable,1,14.95,4/29/2019 16:15, Los Angeles
Wired Headphones,1,11.99,4/12/2019 21:29, Portland
AAA Batteries (4-pack),1,2.99,4/29/2019 18:43, Atlanta
Lightning Charging Cable,1,14.95,4/7/2019 11:48, Austin
Lightning Charging Cable,1,14.95,4/30/2019 18:46, Los Angeles
Lightning Charging Cable,1,14.95,4/22/2019 12:19, New York City
Wired Headphones,1,11.99,4/7/2019 10:13, San Francisco
USB-C Charging Cable,1,11.95,4/20/2019 11:52, Atlanta
ThinkPad Laptop,1,999.99,4/18/2019 14:41, Seattle
AAA Batteries (4-pack),1,2.99,4/8/2019 9:20, Los Angeles
AA Batteries (4-pack),1,3.84,4/25/2019 9:48, San Francisco
Wired Headphones,1,11.99,4/13/2019 14:41, New York City
USB-C Charging Cable,1,11.95,4/11/2019 17:29, Atlanta
ThinkPad Laptop,1,999.99,4/18/2019 13:31, Los Angeles
USB-C Charging Cable,1,11.95,4/6/2019 13:45, San Francisco
ThinkPad Laptop,1,999.99,4/1/2019 19:25, Portland
Lightning Charging Cable,1,14.95,4/16/2019 20:37, San Francisco
AA Batteries (4-pack),1,3.84,4/27/2019 11:52, San Francisco
27in FHD Monitor,1,149.99,4/11/2019 11:51, Austin
Lightning Charging Cable,1,14.95,4/11/2019 11:51, Austin
Apple Airpods Headphones,1,150,4/3/2019 17:28, New York City
20in Monitor,1,109.99,4/4/2019 7:00, Los Angeles
Google Phone,1,600,4/29/2019 8:13, Austin
Lightning Charging Cable,1,14.95,4/18/2019 20:50, San Francisco
Vareebadd Phone,1,400,4/4/2019 16:36, New York City
Bose SoundSport Headphones,1,99.99,4/5/2019 17:29, Seattle
Lightning Charging Cable,1,14.95,4/26/2019 10:40, San Francisco
Flatscreen TV,1,300,4/14/2019 10:30, San Francisco
AAA Batteries (4-pack),3,2.99,4/3/2019 18:21, San Francisco
iPhone,1,700,4/30/2019 18:47, San Francisco
USB-C Charging Cable,1,11.95,4/21/2019 20:20, Portland
USB-C Charging Cable,1,11.95,4/18/2019 21:55, San Francisco
USB-C Charging Cable,1,11.95,4/23/2019 13:45, New York City
USB-C Charging Cable,1,11.95,4/23/2019 8:09, Dallas
Wired Headphones,1,11.99,4/8/2019 23:22, Dallas
Lightning Charging Cable,1,14.95,4/18/2019 12:11, Portland
Lightning Charging Cable,1,14.95,4/17/2019 17:02, San Francisco
Apple Airpods Headphones,1,150,4/19/2019 8:13, Dallas
AA Batteries (4-pack),2,3.84,4/5/2019 20:53, San Francisco
AA Batteries (4-pack),3,3.84,4/13/2019 10:57, San Francisco
Apple Airpods Headphones,1,150,4/12/2019 13:15, San Francisco
Lightning Charging Cable,1,14.95,4/8/2019 7:29, Boston
Lightning Charging Cable,1,14.95,4/9/2019 12:40, Boston
Lightning Charging Cable,1,14.95,4/21/2019 23:07, New York City
AA Batteries (4-pack),1,3.84,4/2/2019 3:07, San Francisco
Lightning Charging Cable,1,14.95,4/22/2019 16:45, Boston
AAA Batteries (4-pack),2,2.99,4/29/2019 10:15, Austin
AAA Batteries (4-pack),3,2.99,4/25/2019 15:56, Atlanta
Wired Headphones,1,11.99,4/4/2019 21:29, Boston
AAA Batteries (4-pack),3,2.99,4/27/2019 21:36, San Francisco
Bose SoundSport Headphones,1,99.99,4/5/2019 5:17, Los Angeles
27in 4K Gaming Monitor,1,389.99,4/12/2019 12:17, Boston
Bose SoundSport Headphones,1,99.99,4/7/2019 23:32, Boston
Lightning Charging Cable,2,14.95,4/19/2019 16:53, Dallas
USB-C Charging Cable,1,11.95,4/28/2019 18:55, Boston
Apple Airpods Headphones,1,150,4/23/2019 11:32, Dallas
Bose SoundSport Headphones,1,99.99,4/29/2019 20:07, San Francisco
Apple Airpods Headphones,1,150,4/11/2019 18:09, San Francisco
Bose SoundSport Headphones,1,99.99,4/1/2019 21:38, San Francisco
USB-C Charging Cable,2,11.95,4/3/2019 12:09, Seattle
Lightning Charging Cable,1,14.95,4/5/2019 23:55, Los Angeles
Apple Airpods Headphones,1,150,4/3/2019 8:23, Los Angeles
AAA Batteries (4-pack),1,2.99,4/23/2019 13:19, Los Angeles
Lightning Charging Cable,1,14.95,4/18/2019 10:48, Seattle
Google Phone,1,600,4/19/2019 9:12, Los Angeles
Flatscreen TV,1,300,4/30/2019 15:57, Portland
Bose SoundSport Headphones,1,99.99,4/14/2019 19:58, Austin
Google Phone,1,600,4/12/2019 19:07, Boston
USB-C Charging Cable,2,11.95,4/8/2019 11:46, Dallas
34in Ultrawide Monitor,1,379.99,4/18/2019 11:00, San Francisco
Wired Headphones,1,11.99,4/20/2019 19:52, San Francisco
AAA Batteries (4-pack),1,2.99,4/21/2019 11:16, San Francisco
Wired Headphones,1,11.99,4/8/2019 18:15, Austin
USB-C Charging Cable,2,11.95,4/22/2019 12:32, New York City
20in Monitor,1,109.99,4/7/2019 15:19, Atlanta
Wired Headphones,1,11.99,4/23/2019 14:42, Portland
Apple Airpods Headphones,1,150,4/28/2019 16:05, New York City
Apple Airpods Headphones,1,150,4/23/2019 16:14, Portland
AAA Batteries (4-pack),2,2.99,4/30/2019 11:40, San Francisco
iPhone,1,700,4/2/2019 12:43, New York City
AA Batteries (4-pack),3,3.84,4/19/2019 20:21, New York City
AA Batteries (4-pack),2,3.84,4/16/2019 19:16, Atlanta
AA Batteries (4-pack),1,3.84,4/9/2019 14:53, San Francisco
Wired Headphones,2,11.99,4/17/2019 7:28, Atlanta
AA Batteries (4-pack),1,3.84,4/18/2019 8:07, Los Angeles
AA Batteries (4-pack),1,3.84,4/18/2019 8:07, Los Angeles
AAA Batteries (4-pack),1,2.99,4/7/2019 17:37, Los Angeles
Wired Headphones,1,11.99,4/8/2019 20:40, Los Angeles
AAA Batteries (4-pack),1,2.99,4/16/2019 14:56, New York City
20in Monitor,1,109.99,4/4/2019 21:20, Dallas
Lightning Charging Cable,1,14.95,4/16/2019 8:54, Seattle
iPhone,1,700,4/6/2019 20:34, San Francisco
Bose SoundSport Headphones,1,99.99,4/30/2019 20:47, Seattle
AA Batteries (4-pack),1,3.84,4/1/2019 15:33, Atlanta
AA Batteries (4-pack),2,3.84,4/10/2019 9:37, Boston
Apple Airpods Headphones,1,150,4/27/2019 14:17, San Francisco
AAA Batteries (4-pack),1,2.99,4/21/2019 19:16, New York City
Lightning Charging Cable,1,14.95,4/29/2019 21:10, New York City
AAA Batteries (4-pack),1,2.99,4/12/2019 16:50, Boston
Lightning Charging Cable,1,14.95,4/15/2019 17:36, Los Angeles
AAA Batteries (4-pack),1,2.99,4/24/2019 16:22, Atlanta
27in FHD Monitor,1,149.99,4/30/2019 18:16, Atlanta
Apple Airpods Headphones,1,150,4/26/2019 19:51, Seattle
Flatscreen TV,1,300,4/17/2019 19:08, Boston
Flatscreen TV,1,300,4/1/2019 15:33, Los Angeles
Lightning Charging Cable,1,14.95,4/6/2019 12:52, Portland
AA Batteries (4-pack),1,3.84,4/29/2019 19:33, Seattle
Wired Headphones,1,11.99,4/5/2019 18:51, Austin
AA Batteries (4-pack),1,3.84,4/8/2019 7:12, Dallas
Wired Headphones,1,11.99,4/2/2019 13:09, New York City
27in FHD Monitor,1,149.99,4/8/2019 20:52, Los Angeles
Wired Headphones,2,11.99,4/11/2019 1:51, Seattle
AA Batteries (4-pack),1,3.84,4/12/2019 1:37, Atlanta
Google Phone,1,600,4/19/2019 8:54, Atlanta
Macbook Pro Laptop,1,1700,4/29/2019 11:21, New York City
Wired Headphones,1,11.99,4/15/2019 20:39, Los Angeles
LG Washing Machine,1,600,4/21/2019 18:04, Dallas
AA Batteries (4-pack),1,3.84,4/2/2019 22:02, New York City
USB-C Charging Cable,1,11.95,4/30/2019 14:35, New York City
Apple Airpods Headphones,1,150,4/15/2019 12:54, Atlanta
AA Batteries (4-pack),1,3.84,4/3/2019 11:02, Boston
AA Batteries (4-pack),2,3.84,4/27/2019 19:12, Austin
Macbook Pro Laptop,1,1700,4/8/2019 12:06, San Francisco
Lightning Charging Cable,1,14.95,4/3/2019 10:42, Los Angeles
iPhone,1,700,4/20/2019 22:10, Austin
Wired Headphones,1,11.99,4/4/2019 13:21, Atlanta
27in 4K Gaming Monitor,1,389.99,4/19/2019 18:19, Portland
Lightning Charging Cable,1,14.95,4/16/2019 9:09, Portland
Lightning Charging Cable,1,14.95,4/26/2019 12:06, Boston
Apple Airpods Headphones,1,150,4/8/2019 11:40, Dallas
USB-C Charging Cable,1,11.95,4/5/2019 17:49, Los Angeles
Wired Headphones,1,11.99,4/14/2019 11:21, Dallas
34in Ultrawide Monitor,1,379.99,4/4/2019 12:37, Los Angeles
Lightning Charging Cable,1,14.95,4/4/2019 9:43, Boston
USB-C Charging Cable,1,11.95,4/5/2019 14:41, Seattle
34in Ultrawide Monitor,1,379.99,4/14/2019 0:45, Los Angeles
Lightning Charging Cable,1,14.95,4/16/2019 21:35, Portland
AAA Batteries (4-pack),1,2.99,4/11/2019 18:54, Seattle
27in 4K Gaming Monitor,1,389.99,4/4/2019 11:07, Dallas
Apple Airpods Headphones,1,150,4/26/2019 19:01, New York City
Wired Headphones,1,11.99,4/9/2019 15:55, Los Angeles
Bose SoundSport Headphones,1,99.99,4/17/2019 15:37, Boston
AAA Batteries (4-pack),2,2.99,4/2/2019 16:03, Los Angeles
Apple Airpods Headphones,1,150,4/1/2019 13:48, Boston
27in 4K Gaming Monitor,1,389.99,4/4/2019 10:20, New York City
Wired Headphones,1,11.99,4/2/2019 0:58, New York City
Bose SoundSport Headphones,1,99.99,4/15/2019 22:50, Seattle
Wired Headphones,1,11.99,4/16/2019 14:47, New York City
Apple Airpods Headphones,1,150,4/16/2019 14:47, New York City
Flatscreen TV,1,300,4/1/2019 13:37, San Francisco
Bose SoundSport Headphones,1,99.99,4/1/2019 14:53, New York City
Bose SoundSport Headphones,1,99.99,4/27/2019 17:41, Boston
Google Phone,1,600,4/10/2019 17:36, Seattle
Wired Headphones,1,11.99,4/12/2019 20:13, Boston
27in 4K Gaming Monitor,1,389.99,4/29/2019 9:59, San Francisco
AA Batteries (4-pack),1,3.84,4/24/2019 13:15, San Francisco
AA Batteries (4-pack),1,3.84,4/29/2019 22:41, San Francisco
AA Batteries (4-pack),2,3.84,4/11/2019 23:19, Atlanta
34in Ultrawide Monitor,1,379.99,4/22/2019 18:37, New York City
34in Ultrawide Monitor,1,379.99,4/5/2019 23:54, Los Angeles
Lightning Charging Cable,1,14.95,4/12/2019 20:54, Los Angeles
AAA Batteries (4-pack),2,2.99,4/4/2019 23:54, New York City
AA Batteries (4-pack),1,3.84,4/17/2019 21:44, Portland
USB-C Charging Cable,1,11.95,4/20/2019 22:18, New York City
AA Batteries (4-pack),1,3.84,4/11/2019 10:51, Boston
Lightning Charging Cable,1,14.95,4/26/2019 11:19, San Francisco
AAA Batteries (4-pack),1,2.99,4/26/2019 18:55, Seattle
AA Batteries (4-pack),1,3.84,4/27/2019 7:35, San Francisco
AA Batteries (4-pack),1,3.84,4/21/2019 10:56, San Francisco
Bose SoundSport Headphones,1,99.99,4/20/2019 22:48, Dallas
Google Phone,1,600,4/15/2019 15:23, New York City
USB-C Charging Cable,1,11.95,4/15/2019 15:23, New York City
Bose SoundSport Headphones,1,99.99,4/27/2019 16:19, San Francisco
Flatscreen TV,1,300,4/29/2019 0:00, Austin
Lightning Charging Cable,1,14.95,4/21/2019 11:12, Los Angeles
Macbook Pro Laptop,1,1700,4/1/2019 12:24, Los Angeles
Bose SoundSport Headphones,1,99.99,4/22/2019 13:04, Los Angeles
USB-C Charging Cable,1,11.95,4/18/2019 14:45, Atlanta
Lightning Charging Cable,1,14.95,4/6/2019 17:12, New York City
iPhone,1,700,4/20/2019 7:05, Austin
AA Batteries (4-pack),2,3.84,4/10/2019 17:48, Dallas
20in Monitor,1,109.99,4/4/2019 13:23, San Francisco
Lightning Charging Cable,1,14.95,4/29/2019 17:50, Seattle
USB-C Charging Cable,1,11.95,4/9/2019 10:33, Los Angeles
Vareebadd Phone,1,400,4/16/2019 14:35, San Francisco
USB-C Charging Cable,1,11.95,4/16/2019 14:35, San Francisco
27in FHD Monitor,1,149.99,4/28/2019 22:26, Dallas
Lightning Charging Cable,1,14.95,4/21/2019 14:23, Atlanta
ThinkPad Laptop,1,999.99,4/15/2019 14:45, Los Angeles
Macbook Pro Laptop,1,1700,4/18/2019 13:02, Portland
USB-C Charging Cable,1,11.95,4/27/2019 19:01, Portland
Lightning Charging Cable,1,14.95,4/9/2019 9:51, Boston
Wired Headphones,1,11.99,4/29/2019 21:16, San Francisco
Flatscreen TV,1,300,4/10/2019 17:24, San Francisco
Google Phone,1,600,4/2/2019 13:24, Dallas
Lightning Charging Cable,1,14.95,4/25/2019 10:02, Los Angeles
Bose SoundSport Headphones,1,99.99,4/5/2019 11:56, New York City
AA Batteries (4-pack),1,3.84,4/21/2019 9:16, Austin
Wired Headphones,1,11.99,4/25/2019 23:10, San Francisco
AA Batteries (4-pack),1,3.84,4/27/2019 19:06, San Francisco
Vareebadd Phone,1,400,4/30/2019 19:56, San Francisco
USB-C Charging Cable,1,11.95,4/30/2019 19:56, San Francisco
USB-C Charging Cable,1,11.95,4/20/2019 17:24, Boston
34in Ultrawide Monitor,1,379.99,4/14/2019 3:41, San Francisco
Wired Headphones,1,11.99,4/14/2019 20:11, Portland
Wired Headphones,1,11.99,4/9/2019 11:14, Seattle
USB-C Charging Cable,1,11.95,4/18/2019 9:57, Los Angeles
Apple Airpods Headphones,1,150,4/17/2019 12:19, New York City
Google Phone,1,600,4/30/2019 17:46, Dallas
USB-C Charging Cable,1,11.95,4/30/2019 17:46, Dallas
AAA Batteries (4-pack),3,2.99,4/27/2019 11:01, Boston
AA Batteries (4-pack),1,3.84,4/23/2019 18:33, Los Angeles
Wired Headphones,1,11.99,4/30/2019 11:20, San Francisco
AA Batteries (4-pack),1,3.84,4/27/2019 14:47, Portland
Apple Airpods Headphones,1,150,4/24/2019 21:53, San Francisco
Apple Airpods Headphones,1,150,4/20/2019 7:33, New York City
34in Ultrawide Monitor,1,379.99,4/1/2019 21:58, Los Angeles
Bose SoundSport Headphones,1,99.99,4/21/2019 10:14, San Francisco
Apple Airpods Headphones,1,150,4/28/2019 15:38, Dallas
AA Batteries (4-pack),1,3.84,4/15/2019 11:51, New York City
USB-C Charging Cable,1,11.95,4/15/2019 11:51, New York City
Wired Headphones,1,11.99,4/22/2019 9:37, Portland
Google Phone,1,600,4/4/2019 20:02, Austin
34in Ultrawide Monitor,1,379.99,4/13/2019 16:33, Austin
Lightning Charging Cable,1,14.95,4/6/2019 11:25, Portland
Lightning Charging Cable,1,14.95,4/13/2019 9:04, Los Angeles
Google Phone,1,600,4/17/2019 15:37, Dallas
iPhone,1,700,4/8/2019 21:53, Austin
AA Batteries (4-pack),1,3.84,4/23/2019 11:43, Seattle
Lightning Charging Cable,1,14.95,4/25/2019 17:32, Atlanta
Lightning Charging Cable,1,14.95,4/28/2019 14:19, Dallas
LG Washing Machine,1,600,4/12/2019 21:17, San Francisco
AA Batteries (4-pack),1,3.84,4/23/2019 20:44, Seattle
20in Monitor,1,109.99,4/21/2019 22:53, Los Angeles
Wired Headphones,1,11.99,4/21/2019 14:57, Los Angeles
Lightning Charging Cable,1,14.95,4/12/2019 15:40, Los Angeles
Flatscreen TV,1,300,4/28/2019 11:06, Seattle
AA Batteries (4-pack),1,3.84,4/11/2019 12:17, San Francisco
27in FHD Monitor,1,149.99,4/14/2019 23:05, San Francisco
Lightning Charging Cable,1,14.95,4/19/2019 18:37, Los Angeles
27in FHD Monitor,1,149.99,4/30/2019 14:15, San Francisco
Wired Headphones,1,11.99,4/15/2019 23:34, San Francisco
Wired Headphones,1,11.99,4/9/2019 7:52, Dallas
AA Batteries (4-pack),1,3.84,4/22/2019 8:46, Seattle
USB-C Charging Cable,1,11.95,4/10/2019 17:12, San Francisco
AA Batteries (4-pack),1,3.84,4/15/2019 15:04, Boston
ThinkPad Laptop,1,999.99,4/6/2019 10:33, Atlanta
Vareebadd Phone,1,400,4/8/2019 18:35, Seattle
Bose SoundSport Headphones,1,99.99,4/8/2019 18:35, Seattle
Wired Headphones,1,11.99,4/16/2019 12:40, New York City
AAA Batteries (4-pack),2,2.99,4/6/2019 12:22, Los Angeles
Apple Airpods Headphones,1,150,4/12/2019 8:20, San Francisco
AAA Batteries (4-pack),1,2.99,4/18/2019 13:50, Los Angeles
Lightning Charging Cable,1,14.95,4/27/2019 11:12, San Francisco
Bose SoundSport Headphones,1,99.99,4/27/2019 15:56, New York City
AA Batteries (4-pack),1,3.84,4/20/2019 19:58, Atlanta
Wired Headphones,1,11.99,4/23/2019 23:42, San Francisco
Lightning Charging Cable,1,14.95,4/23/2019 7:05, San Francisco
Apple Airpods Headphones,1,150,4/9/2019 17:52, Atlanta
27in FHD Monitor,1,149.99,4/2/2019 17:50, Los Angeles
Bose SoundSport Headphones,1,99.99,4/21/2019 13:15, Boston
AAA Batteries (4-pack),1,2.99,4/19/2019 19:04, San Francisco
Bose SoundSport Headphones,1,99.99,4/7/2019 21:41, Los Angeles
Wired Headphones,1,11.99,4/4/2019 2:38, Boston
Macbook Pro Laptop,1,1700,4/12/2019 20:38, Atlanta
AA Batteries (4-pack),1,3.84,4/14/2019 14:29, Dallas
Wired Headphones,1,11.99,4/16/2019 18:46, San Francisco
Apple Airpods Headphones,1,150,4/21/2019 18:23, Los Angeles
Bose SoundSport Headphones,1,99.99,4/10/2019 11:40, Seattle
Bose SoundSport Headphones,1,99.99,4/26/2019 22:22, San Francisco
Apple Airpods Headphones,1,150,4/30/2019 19:55, Portland
AA Batteries (4-pack),1,3.84,4/25/2019 19:58, San Francisco
USB-C Charging Cable,1,11.95,4/10/2019 20:59, Portland
Flatscreen TV,1,300,4/9/2019 10:52, Atlanta
20in Monitor,1,109.99,4/30/2019 0:53, New York City
AA Batteries (4-pack),1,3.84,4/1/2019 16:48, New York City
AA Batteries (4-pack),1,3.84,4/14/2019 9:19, San Francisco
Wired Headphones,1,11.99,4/1/2019 18:33, Los Angeles
27in 4K Gaming Monitor,1,389.99,4/19/2019 10:42, Los Angeles
AA Batteries (4-pack),1,3.84,4/18/2019 14:52, Los Angeles
USB-C Charging Cable,1,11.95,4/22/2019 8:03, New York City
Google Phone,1,600,4/2/2019 19:22, New York City
AAA Batteries (4-pack),1,2.99,4/10/2019 16:27, San Francisco
Apple Airpods Headphones,1,150,4/7/2019 11:17, Seattle
Lightning Charging Cable,1,14.95,4/11/2019 11:23, Austin
Lightning Charging Cable,1,14.95,4/21/2019 18:35, Los Angeles
AAA Batteries (4-pack),1,2.99,4/7/2019 2:35, New York City
Bose SoundSport Headphones,1,99.99,4/26/2019 18:30, Los Angeles
27in 4K Gaming Monitor,1,389.99,4/25/2019 12:24, New York City
AAA Batteries (4-pack),2,2.99,4/22/2019 20:05, Atlanta
AA Batteries (4-pack),1,3.84,4/26/2019 14:45, Los Angeles
Apple Airpods Headphones,1,150,4/24/2019 16:47, New York City
Wired Headphones,1,11.99,4/24/2019 11:58, New York City
iPhone,1,700,4/6/2019 21:50, Seattle
Wired Headphones,1,11.99,4/6/2019 21:50, Seattle
Apple Airpods Headphones,1,150,4/29/2019 22:04, Boston
27in 4K Gaming Monitor,1,389.99,4/29/2019 13:18, Austin
AA Batteries (4-pack),1,3.84,4/17/2019 21:19, Boston
USB-C Charging Cable,1,11.95,4/17/2019 21:19, Boston
,,,,
AA Batteries (4-pack),4,3.84,4/16/2019 23:32, Los Angeles
27in FHD Monitor,1,149.99,4/21/2019 13:57, New York City
Macbook Pro Laptop,1,1700,4/10/2019 11:42, Portland
27in FHD Monitor,1,149.99,4/10/2019 13:36, Boston
ThinkPad Laptop,1,999.99,4/7/2019 20:28, Portland
iPhone,1,700,4/4/2019 11:34, Dallas
Wired Headphones,1,11.99,4/4/2019 11:34, Dallas
Lightning Charging Cable,1,14.95,4/8/2019 16:57, Los Angeles
AAA Batteries (4-pack),1,2.99,4/13/2019 20:11, San Francisco
Bose SoundSport Headphones,1,99.99,4/11/2019 17:54, Portland
Bose SoundSport Headphones,1,99.99,4/21/2019 12:50, San Francisco
USB-C Charging Cable,1,11.95,4/3/2019 17:40, Atlanta
Wired Headphones,1,11.99,4/23/2019 16:50, Dallas
Wired Headphones,1,11.99,4/8/2019 21:59, New York City
Vareebadd Phone,1,400,4/17/2019 20:00, Portland
Bose SoundSport Headphones,1,99.99,4/26/2019 10:51, Dallas
Bose SoundSport Headphones,1,99.99,4/27/2019 11:46, New York City
iPhone,1,700,4/15/2019 9:07, Seattle
AAA Batteries (4-pack),1,2.99,4/6/2019 18:31, Boston
AA Batteries (4-pack),1,3.84,4/23/2019 19:37, Dallas
USB-C Charging Cable,1,11.95,4/6/2019 22:34, Seattle
Bose SoundSport Headphones,1,99.99,4/13/2019 13:06, New York City
USB-C Charging Cable,1,11.95,4/1/2019 18:17, Boston
Wired Headphones,2,11.99,4/15/2019 10:12, Austin
Apple Airpods Headphones,1,150,4/28/2019 18:40, Los Angeles
Lightning Charging Cable,1,14.95,4/14/2019 10:26, Portland
AAA Batteries (4-pack),2,2.99,4/19/2019 9:45, Boston
27in FHD Monitor,1,149.99,4/5/2019 17:32, Dallas
AAA Batteries (4-pack),1,2.99,4/16/2019 11:24, Los Angeles
Wired Headphones,1,11.99,4/2/2019 18:46, Atlanta
Apple Airpods Headphones,1,150,4/20/2019 17:17, New York City
Macbook Pro Laptop,1,1700,4/6/2019 12:44, Los Angeles
20in Monitor,1,109.99,4/6/2019 0:34, Los Angeles
20in Monitor,1,109.99,4/13/2019 4:55, Austin
iPhone,1,700,4/24/2019 21:01, Boston
Apple Airpods Headphones,1,150,4/13/2019 16:51, New York City
Apple Airpods Headphones,1,150,4/13/2019 13:40, Boston
Apple Airpods Headphones,1,150,4/24/2019 20:53, Los Angeles
Lightning Charging Cable,1,14.95,4/24/2019 20:53, Los Angeles
USB-C Charging Cable,1,11.95,4/27/2019 10:19, Los Angeles
27in 4K Gaming Monitor,1,389.99,4/4/2019 17:22, San Francisco
Lightning Charging Cable,1,14.95,4/11/2019 20:10, Boston
iPhone,1,700,4/15/2019 19:25, San Francisco
Wired Headphones,1,11.99,4/22/2019 20:58, San Francisco
AAA Batteries (4-pack),1,2.99,4/3/2019 18:56, Seattle
Wired Headphones,1,11.99,4/25/2019 16:04, Austin
Apple Airpods Headphones,1,150,4/19/2019 14:24, New York City
Google Phone,1,600,4/9/2019 9:37, Los Angeles
USB-C Charging Cable,1,11.95,4/7/2019 7:13, Los Angeles
AA Batteries (4-pack),1,3.84,4/28/2019 12:19, Atlanta
Lightning Charging Cable,1,14.95,4/3/2019 5:50, Seattle
27in FHD Monitor,1,149.99,4/5/2019 18:54, Boston
Apple Airpods Headphones,1,150,4/29/2019 11:25, New York City
AAA Batteries (4-pack),1,2.99,4/24/2019 15:37, New York City
ThinkPad Laptop,1,999.99,4/7/2019 11:13, Los Angeles
Flatscreen TV,1,300,4/19/2019 18:58, Austin
Lightning Charging Cable,1,14.95,4/5/2019 19:49, Dallas
LG Washing Machine,1,600,4/4/2019 19:15, New York City
USB-C Charging Cable,1,11.95,4/8/2019 11:40, Seattle
Bose SoundSport Headphones,1,99.99,4/1/2019 16:35, Boston
iPhone,1,700,4/1/2019 12:35, Austin
27in FHD Monitor,1,149.99,4/10/2019 20:35, New York City
AA Batteries (4-pack),1,3.84,4/20/2019 11:58, New York City
27in 4K Gaming Monitor,1,389.99,4/20/2019 11:58, New York City
27in 4K Gaming Monitor,1,389.99,4/19/2019 17:21, San Francisco
AA Batteries (4-pack),1,3.84,4/3/2019 11:06, Los Angeles
AAA Batteries (4-pack),1,2.99,4/5/2019 15:33, Austin
Bose SoundSport Headphones,1,99.99,4/26/2019 21:31, Portland
Wired Headphones,1,11.99,4/20/2019 11:21, Los Angeles
Macbook Pro Laptop,1,1700,4/21/2019 20:04, San Francisco
Lightning Charging Cable,1,14.95,4/8/2019 21:22, San Francisco
AA Batteries (4-pack),1,3.84,4/7/2019 15:25, New York City
AA Batteries (4-pack),1,3.84,4/3/2019 17:43, New York City
Wired Headphones,1,11.99,4/9/2019 17:25, San Francisco
